Airline,Source,Destination,Total_Stops,Price,J_Day,J_Month,J_Year,Arrival_min,Arrival_hour,Dep_min,Dep_hour,Duration_hours,Duration_mins
2992,4,2,1,1,12898,21,5,2019,25,4,0,14,14,25
2993,3,0,2,0,4591,18,4,2019,50,8,5,6,2,45
2994,1,2,1,1,8635,24,3,2019,40,7,0,4,27,40
2995,4,2,1,1,14714,27,6,2019,0,19,0,9,10,0
2996,4,3,0,1,14151,18,5,2019,10,19,25,20,22,45
2997,6,2,1,1,8835,1,6,2019,15,19,55,4,14,20
2998,1,3,0,1,11936,21,5,2019,55,8,30,17,15,25
2999,4,2,1,2,13882,9,6,2019,35,12,35,21,15,0
3000,1,2,1,1,5117,1,4,2019,25,9,20,17,16,5
3001,4,0,2,0,4544,24,5,2019,10,18,15,15,2,55
3002,3,2,1,1,6442,15,5,2019,30,22,50,6,15,40
3003,1,2,1,2,10441,9,5,2019,15,19,0,22,21,15
3004,3,4,3,0,2227,21,5,2019,40,21,5,20,1,35
3005,4,0,2,0,7229,15,4,2019,45,8,0,6,2,45
3006,4,2,1,1,10262,1,6,2019,0,19,0,13,6,0
3007,4,0,5,1,13817,12,3,2019,20,21,0,8,13,20
3008,8,2,1,1,5975,21,5,2019,50,22,55,17,4,55
3009,3,3,0,0,4148,21,3,2019,5,0,25,21,2,40
3010,6,2,1,1,13587,6,6,2019,0,21,30,11,9,30
3011,4,4,3,0,2759,21,3,2019,25,4,5,3,1,20
3012,4,0,2,0,7229,15,5,2019,50,22,50,19,3,0
3013,1,2,1,2,13547,9,5,2019,40,7,5,7,24,35
3014,8,3,0,0,3873,21,6,2019,30,9,55,6,2,35
3015,4,3,0,1,14388,21,5,2019,40,4,30,16,12,10
3016,4,3,0,1,13731,24,5,2019,5,10,55,18,15,10
3017,8,3,0,0,3815,27,3,2019,35,9,55,6,2,40
3018,4,4,3,0,5678,15,3,2019,20,17,50,15,1,30
3019,4,3,0,1,9663,9,5,2019,20,9,25,8,24,55
3020,2,3,0,1,8855,21,5,2019,15,0,40,16,7,35
3021,4,2,1,2,15129,9,5,2019,25,4,40,9,18,45
3022,4,0,5,1,13555,18,3,2019,0,23,55,16,6,5
3023,4,3,0,1,10844,21,5,2019,15,8,10,21,11,5
3024,4,0,5,1,7832,21,3,2019,20,21,40,11,9,40
3025,4,2,1,2,11150,27,6,2019,35,12,5,23,13,30
3026,9,3,0,1,8452,9,5,2019,45,10,20,20,14,25
3027,6,2,1,1,9646,9,6,2019,10,16,45,9,6,25
3028,3,0,2,0,3943,24,6,2019,0,13,10,10,2,50
3029,2,2,1,1,5281,12,6,2019,55,12,0,7,5,55
3030,1,2,1,2,14667,1,6,2019,40,7,15,17,14,25
3031,4,3,0,1,14571,24,5,2019,20,9,0,20,13,20
3032,4,0,5,1,28097,1,3,2019,20,12,50,5,6,30
3033,4,0,5,1,17471,6,3,2019,10,19,35,20,22,35
3034,4,2,1,1,10577,12,6,2019,0,19,0,8,11,0
3035,6,2,1,1,14848,24,6,2019,15,19,30,11,7,45
3036,3,0,2,0,4591,15,4,2019,20,2,30,23,2,50
3037,3,1,4,0,3597,18,5,2019,55,21,35,19,2,20
3038,3,2,1,1,6938,27,5,2019,30,22,10,16,6,20
3039,0,3,0,0,3807,24,6,2019,25,22,55,19,2,30
3040,4,2,1,1,10262,12,6,2019,0,19,0,9,10,0
3041,1,3,0,2,11432,9,5,2019,25,20,20,8,12,5
3042,4,0,5,0,7229,21,3,2019,35,22,55,19,2,40
3043,6,2,1,1,14848,21,5,2019,15,19,30,11,7,45
3044,4,3,0,1,8586,15,5,2019,35,23,30,6,17,5
3045,6,2,1,1,6106,9,4,2019,15,19,35,10,8,40
3046,8,3,0,0,3873,3,5,2019,40,0,20,22,2,20
3047,4,2,1,2,15812,15,6,2019,0,19,40,11,7,20
3048,4,3,0,1,12121,24,5,2019,25,14,25,20,18,0
3049,4,3,0,1,8586,12,5,2019,50,19,30,6,13,20
3050,6,2,1,1,7354,12,6,2019,15,19,30,7,11,45
3051,3,3,0,0,4778,6,3,2019,5,0,25,21,2,40
3052,3,2,1,1,6838,9,6,2019,0,21,30,8,12,30
3053,6,2,1,1,10276,6,3,2019,20,22,45,9,12,35
3054,4,0,2,0,8016,18,6,2019,20,11,20,8,3,0
3055,1,0,5,1,4943,21,3,2019,30,18,15,8,10,15
3056,3,0,2,0,4823,24,6,2019,20,11,30,8,2,50
3057,4,3,0,1,12996,1,4,2019,20,16,25,8,7,55
3058,1,2,1,1,9929,27,5,2019,15,19,0,9,10,15
3059,6,2,1,1,9508,3,6,2019,30,1,0,10,15,30
3060,1,2,1,0,5674,21,3,2019,10,21,5,18,3,5
3061,3,1,4,0,3858,18,6,2019,0,14,35,11,2,25
3062,3,3,0,0,4804,24,5,2019,50,0,15,22,2,35
3063,6,2,1,1,13377,27,5,2019,30,1,0,14,11,30
3064,4,2,1,1,12898,27,5,2019,25,4,0,15,13,25
3065,0,3,0,0,4409,1,6,2019,55,12,20,10,2,35
3066,0,2,1,1,8759,1,6,2019,25,22,55,7,14,30
3067,1,0,5,1,10394,3,3,2019,55,23,30,0,23,25
3068,3,1,4,0,3858,18,3,2019,0,14,35,11,2,25
3069,0,2,1,1,6253,15,6,2019,25,13,55,7,5,30
3070,4,2,1,2,15129,27,5,2019,35,12,10,19,17,25
3071,2,3,0,1,4773,24,3,2019,25,14,35,6,7,50
3072,4,3,0,1,9663,21,5,2019,20,9,30,6,26,50
3073,4,3,0,1,12692,12,6,2019,45,9,0,17,16,45
3074,3,0,2,0,3943,6,6,2019,15,4,30,1,2,45
3075,4,3,0,1,10703,12,5,2019,5,21,0,17,28,5
3076,3,2,1,1,8784,27,3,2019,0,21,40,6,14,20
3077,6,2,1,1,11622,9,6,2019,0,19,15,9,9,45
3078,3,1,4,0,5277,24,5,2019,25,0,5,22,2,20
3079,0,2,1,1,8327,21,5,2019,10,7,45,16,14,25
3080,3,2,1,0,6885,9,3,2019,50,8,35,5,3,15
3081,4,0,2,0,8016,12,6,2019,45,20,45,17,3,0
3082,3,2,1,1,10112,1,6,2019,35,4,30,23,5,5
3083,3,2,1,1,14871,6,3,2019,35,1,30,17,8,5
3084,4,2,1,1,10262,9,6,2019,0,19,0,9,10,0
3085,4,4,3,0,2470,24,3,2019,5,21,35,19,1,30
3086,1,2,1,2,11622,9,3,2019,25,9,15,13,20,10
3087,9,3,0,1,8662,6,5,2019,45,10,20,20,14,25
3088,1,2,1,2,11972,24,6,2019,15,19,15,17,26,0
3089,4,2,1,2,11992,6,6,2019,25,4,25,9,19,0
3090,4,2,1,1,12373,18,5,2019,25,4,0,10,18,25
3091,6,2,1,1,7198,1,6,2019,30,1,0,10,15,30
3092,4,2,1,1,14714,15,6,2019,35,12,5,7,5,30
3093,3,2,1,1,6316,9,6,2019,30,1,0,16,9,30
3094,1,2,1,1,5998,27,3,2019,15,8,40,17,14,35
3095,4,3,0,1,13044,12,6,2019,20,16,55,18,21,25
3096,6,2,1,1,9646,12,6,2019,30,22,5,13,9,25
3097,0,2,1,1,6451,27,6,2019,10,7,45,16,14,25
3098,2,2,1,1,5281,24,6,2019,55,12,0,7,5,55
3099,4,4,3,0,2228,1,5,2019,5,21,35,19,1,30
3100,3,0,2,0,3943,1,6,2019,50,8,5,6,2,45
3101,1,2,1,2,11753,15,6,2019,40,7,55,10,20,45
3102,4,2,1,2,12819,24,6,2019,35,12,5,23,13,30
3103,4,2,1,2,8728,21,3,2019,50,18,55,13,28,55
3104,8,2,1,1,4812,9,5,2019,15,13,45,8,4,30
3105,4,3,0,1,14151,1,5,2019,5,22,0,17,29,5
3106,9,3,0,1,8452,1,5,2019,5,9,20,20,12,45
3107,3,3,0,1,6762,24,3,2019,15,20,10,15,5,5
3108,4,0,5,1,13817,12,3,2019,15,13,55,18,18,20
3109,4,2,1,1,12898,21,5,2019,35,12,0,14,22,35
3110,3,3,0,1,3480,6,4,2019,45,23,20,19,4,25
3111,4,0,5,1,27992,1,3,2019,20,21,40,11,9,40
3112,4,2,1,2,7791,21,3,2019,25,4,25,18,10,0
3113,1,2,1,1,5704,21,3,2019,0,23,10,6,16,50
3114,3,3,0,1,5268,21,5,2019,15,22,35,16,5,40
3115,2,0,2,0,3898,6,6,2019,30,14,40,11,2,50
3116,8,3,0,0,3847,15,3,2019,30,11,0,9,2,30
3117,6,2,1,1,10877,12,6,2019,0,19,30,7,11,30
3118,6,2,1,1,8371,9,4,2019,15,19,45,8,10,30
3119,6,2,1,1,7038,6,6,2019,30,22,10,7,15,20
3120,4,3,0,1,14571,9,6,2019,20,16,30,6,9,50
3121,4,3,0,1,11841,9,6,2019,20,9,0,20,13,20
3122,4,2,1,2,15129,18,5,2019,35,12,25,13,23,10
3123,8,3,0,0,3841,15,6,2019,40,0,20,22,2,20
3124,4,2,1,1,10262,24,6,2019,35,12,30,11,25,5
3125,1,3,0,0,4460,6,4,2019,20,23,45,20,2,35
3126,3,0,5,0,7648,3,3,2019,20,21,25,18,2,55
3127,9,3,0,1,8610,6,6,2019,20,20,10,7,13,10
3128,3,1,4,0,3597,18,6,2019,35,15,15,13,2,20
3129,3,2,1,1,6442,24,6,2019,10,16,35,7,8,35
3130,3,2,1,1,12351,9,3,2019,0,21,40,6,14,20
3131,6,2,1,1,14067,21,5,2019,30,1,30,17,8,0
3132,3,0,2,0,4823,15,5,2019,50,22,0,20,2,50
3133,9,3,0,1,12102,24,3,2019,10,22,0,17,29,10
3134,4,4,3,0,8040,24,5,2019,30,8,5,7,1,25
3135,3,0,5,0,7648,3,3,2019,0,13,5,10,2,55
3136,3,2,1,1,6582,9,5,2019,25,7,0,2,5,25
3137,9,0,2,0,4668,12,6,2019,20,14,30,11,2,50
3138,3,0,2,0,4823,1,4,2019,50,22,0,20,2,50
3139,8,3,0,0,3873,1,5,2019,40,0,20,22,2,20
3140,6,2,1,1,8476,18,5,2019,15,19,20,10,8,55
3141,3,2,1,1,5636,27,5,2019,30,12,15,7,5,15
3142,4,3,0,1,8586,12,5,2019,50,19,25,8,11,25
3143,3,0,2,0,4823,6,6,2019,20,21,25,18,2,55
3144,1,2,1,0,6881,6,3,2019,0,8,10,5,2,50
3145,4,3,0,1,10844,9,5,2019,35,22,5,14,8,30
3146,3,3,0,1,4226,24,4,2019,15,23,35,19,3,40
3147,4,2,1,1,12373,9,5,2019,0,19,15,19,23,45
3148,1,3,0,2,10697,6,6,2019,50,21,20,8,13,30
3149,4,4,3,0,4995,3,6,2019,50,11,20,10,1,30
3150,1,2,1,2,9443,24,6,2019,15,19,40,16,26,35
3151,4,2,1,2,13029,18,5,2019,25,4,30,5,22,55
3152,4,2,1,2,12347,21,3,2019,25,4,25,18,34,0
3153,6,2,1,1,7408,9,6,2019,0,21,0,13,8,0
3154,4,3,0,1,7064,1,4,2019,20,9,55,18,14,25
3155,4,2,1,1,13843,6,3,2019,25,4,0,13,15,25
3156,3,3,0,0,4174,12,4,2019,5,18,30,15,2,35
3157,6,2,1,3,16294,15,5,2019,0,21,35,11,9,25
3158,8,3,0,0,3841,18,5,2019,30,9,55,6,2,35
3159,3,0,2,0,4423,15,6,2019,50,6,0,4,2,50
3160,1,2,1,0,5201,12,6,2019,0,8,10,5,2,50
3161,1,0,5,2,12599,3,3,2019,10,11,45,6,28,25
3162,3,4,3,0,4049,21,5,2019,55,7,25,6,1,30
3163,1,3,0,2,12797,24,5,2019,30,10,25,9,25,5
3164,4,3,0,1,13067,24,5,2019,55,10,25,20,14,30
3165,9,3,0,1,9345,24,5,2019,50,18,20,20,22,30
3166,3,2,1,1,6818,21,5,2019,10,12,5,5,7,5
3167,4,4,3,0,8040,3,5,2019,50,11,20,10,1,30
3168,4,2,1,2,14300,12,6,2019,35,12,20,18,18,15
3169,6,2,1,1,13727,15,5,2019,30,1,15,18,7,15
3170,4,0,5,1,7832,21,3,2019,25,10,55,16,17,30
3171,6,2,1,1,16259,9,3,2019,55,12,0,4,8,55
3172,3,0,2,0,4823,27,6,2019,20,11,30,8,2,50
3173,4,0,5,1,16736,6,3,2019,15,8,40,11,20,35
3174,1,3,0,2,13217,6,6,2019,25,5,25,9,20,0
3175,6,2,1,1,6637,27,3,2019,0,21,50,12,8,10
3176,4,3,0,1,10844,9,6,2019,0,12,55,18,17,5
3177,6,2,1,1,8401,21,3,2019,15,19,0,10,9,15
3178,8,3,0,0,3873,12,4,2019,25,11,0,9,2,25
3179,4,2,1,2,12410,24,6,2019,25,4,0,20,8,25
3180,4,2,1,2,15129,18,5,2019,35,12,5,23,13,30
3181,3,0,2,0,4423,1,5,2019,50,15,0,13,2,50
3182,4,2,1,1,16079,27,5,2019,0,19,0,13,6,0
3183,1,3,0,2,15894,6,6,2019,55,8,30,14,18,25
3184,6,2,1,1,9103,15,5,2019,0,19,55,4,14,5
3185,1,2,1,1,8991,12,6,2019,15,8,45,9,22,30
3186,1,3,0,2,7893,1,4,2019,20,18,50,16,25,30
3187,3,4,3,0,4575,3,3,2019,0,4,30,2,1,30
3188,8,3,0,0,3873,3,5,2019,25,11,0,9,2,25
3189,4,0,5,1,7832,21,3,2019,20,21,45,5,15,35
3190,3,1,4,0,3597,1,5,2019,5,17,45,14,2,20
3191,4,3,0,1,13759,24,3,2019,25,23,10,21,26,15
3192,4,0,2,0,7229,27,5,2019,0,22,55,18,3,5
3193,8,3,0,0,3873,15,4,2019,30,9,55,6,2,35
3194,6,2,1,1,9794,15,5,2019,0,19,0,6,13,0
3195,1,2,1,1,6681,27,3,2019,15,8,30,13,18,45
3196,3,0,2,0,4423,21,4,2019,15,0,15,21,3,0
3197,4,3,0,1,10844,15,5,2019,50,19,25,8,11,25
3198,3,2,1,1,7258,1,6,2019,0,21,15,9,11,45
3199,4,4,3,0,4995,12,6,2019,50,11,20,10,1,30
3200,4,2,1,1,14924,9,6,2019,0,19,55,20,22,5
3201,9,0,5,1,6590,15,3,2019,25,10,40,6,27,45
3202,4,2,1,1,10262,3,6,2019,35,12,55,20,15,40
3203,8,3,0,0,5515,9,3,2019,30,11,0,9,2,30
3204,4,2,1,2,6643,27,3,2019,45,19,10,19,24,35
3205,3,4,3,0,2754,24,6,2019,35,20,5,19,1,30
3206,3,2,1,1,6493,9,6,2019,15,22,5,17,5,10
3207,3,3,0,1,6218,24,5,2019,30,23,5,18,5,25
3208,1,2,1,2,10861,6,6,2019,15,19,55,5,13,20
3209,3,2,1,1,7094,6,3,2019,10,16,35,7,8,35
3210,8,4,3,0,2227,24,3,2019,10,0,45,22,1,25
3211,4,0,2,0,4544,21,4,2019,50,22,50,19,3,0
3212,1,0,5,2,7664,21,3,2019,20,16,50,5,10,30
3213,4,0,2,0,8016,27,6,2019,45,20,45,17,3,0
3214,0,3,0,0,3807,27,5,2019,20,1,50,22,2,30
3215,1,2,1,2,12698,3,6,2019,15,19,10,7,12,5
3216,4,3,0,1,8586,24,5,2019,40,4,30,6,22,10
3217,4,3,0,1,7064,1,4,2019,40,4,30,6,22,10
3218,3,2,1,0,5601,9,6,2019,50,8,35,5,3,15
3219,8,2,1,1,7317,21,5,2019,5,22,45,15,6,20
3220,1,3,0,3,12797,6,5,2019,30,10,0,10,24,30
3221,3,3,0,1,4226,6,4,2019,30,10,15,6,4,15
3222,4,3,0,1,14151,12,5,2019,35,23,0,17,6,35
3223,3,2,1,1,6628,27,3,2019,35,1,45,10,14,50
3224,3,0,5,0,8033,9,3,2019,50,6,0,4,2,50
3225,6,2,1,1,11200,1,6,2019,0,19,35,10,8,25
3226,3,3,0,0,4804,24,6,2019,5,18,30,15,2,35
3227,0,3,0,1,5192,12,6,2019,40,10,40,22,12,0
3228,4,2,1,2,13014,12,6,2019,25,4,40,9,18,45
3229,4,3,0,1,10844,21,5,2019,35,22,10,21,25,25
3230,6,2,1,1,15603,6,3,2019,30,15,0,7,8,30
3231,2,0,2,0,4239,3,4,2019,40,10,45,7,2,55
3232,4,3,0,1,13044,12,6,2019,5,10,5,14,20,0
3233,4,2,1,1,12898,27,5,2019,0,19,15,18,24,45
3234,8,3,0,1,6013,1,4,2019,15,17,35,8,8,40
3235,4,3,0,1,14781,6,5,2019,35,22,30,16,6,5
3236,4,2,1,1,12557,21,3,2019,25,4,30,17,10,55
3237,6,2,1,1,13875,6,3,2019,50,18,45,4,14,5
3238,4,2,1,2,11507,15,6,2019,25,4,35,9,18,50
3239,1,3,0,0,5510,18,6,2019,45,16,15,14,2,30
3240,2,3,0,1,10198,24,3,2019,5,0,25,16,7,40
3241,4,3,0,1,8355,12,6,2019,35,17,20,10,7,15
3242,4,0,2,0,8016,1,6,2019,0,22,55,18,3,5
3243,3,2,1,1,6314,27,5,2019,0,21,35,10,10,25
3244,1,2,1,0,5831,9,3,2019,0,8,10,5,2,50
3245,4,2,1,1,10262,24,6,2019,25,4,15,19,9,10
3246,6,2,1,1,15136,6,3,2019,35,1,55,13,11,40
3247,4,0,5,1,7832,21,3,2019,25,10,35,20,13,50
3248,8,1,4,0,3859,24,3,2019,35,10,20,8,2,15
3249,3,3,0,0,4174,6,4,2019,45,17,15,15,2,30
3250,4,0,5,1,19225,6,3,2019,25,11,45,5,5,40
3251,3,2,1,1,10518,9,3,2019,0,21,45,4,16,15
3252,3,0,2,0,4823,6,4,2019,5,10,10,7,2,55
3253,1,0,5,0,7276,24,3,2019,45,12,0,10,2,45
3254,6,2,1,1,12192,9,6,2019,0,19,0,10,9,0
3255,0,2,1,1,11410,1,6,2019,10,7,45,16,14,25
3256,1,3,0,2,13033,21,5,2019,20,1,0,10,15,20
3257,4,0,5,1,26890,1,3,2019,15,15,45,5,9,30
3258,3,3,0,0,4804,27,6,2019,45,17,15,15,2,30
3259,4,3,0,1,10844,15,5,2019,45,20,55,18,25,50
3260,1,2,1,2,12436,12,6,2019,15,19,55,12,30,20
3261,3,0,2,0,4823,21,6,2019,5,10,10,7,2,55
3262,3,4,3,0,2227,3,6,2019,50,22,20,21,1,30
3263,4,2,1,1,10262,1,6,2019,35,12,55,20,15,40
3264,4,2,1,1,17024,3,3,2019,25,4,0,8,20,25
3265,4,2,1,2,9296,27,3,2019,25,4,20,6,22,5
3266,1,2,1,0,6094,6,6,2019,10,21,5,18,3,5
3267,4,3,0,1,8586,9,6,2019,40,4,25,8,20,15
3268,4,2,1,2,10919,15,6,2019,25,4,45,6,21,40
3269,2,3,0,1,9495,9,6,2019,15,0,40,16,7,35
3270,4,2,1,1,14714,12,6,2019,25,4,50,21,6,35
3271,1,2,1,0,5201,24,6,2019,10,17,10,14,3,0
3272,1,2,1,2,7090,27,3,2019,25,9,45,9,23,40
3273,3,4,3,0,4575,15,5,2019,40,10,10,9,1,30
3274,6,2,1,1,9646,15,5,2019,10,16,5,7,9,5
3275,3,2,1,1,5636,12,6,2019,25,7,0,2,5,25
3276,6,2,1,1,9646,15,6,2019,10,16,5,7,9,5
3277,4,4,3,0,4050,9,3,2019,10,21,40,19,1,30
3278,4,2,1,1,14714,9,6,2019,0,19,50,21,21,10
3279,3,3,0,0,4804,18,6,2019,45,17,15,15,2,30
3280,4,2,1,1,10577,9,6,2019,0,19,15,18,24,45
3281,2,0,2,0,3898,15,6,2019,40,23,55,20,2,45
3282,4,3,0,1,14571,6,6,2019,0,12,0,20,16,0
3283,4,2,1,2,10919,15,6,2019,25,4,45,6,21,40
3284,4,0,2,0,8016,18,6,2019,45,8,0,6,2,45
3285,3,2,1,1,6287,21,3,2019,0,12,55,4,7,5
3286,1,3,0,1,8366,6,6,2019,55,7,50,16,15,5
3287,4,2,1,1,15400,6,3,2019,50,18,30,11,7,20
3288,9,0,5,0,8553,3,3,2019,20,22,40,19,2,40
3289,8,3,0,0,3841,9,4,2019,30,9,55,6,2,35
3290,1,2,1,2,10021,9,4,2019,40,7,55,5,25,45
3291,8,1,4,0,3597,24,6,2019,5,20,45,17,2,20
3292,3,1,4,0,4332,24,5,2019,0,14,35,11,2,25
3293,2,0,2,0,3898,21,6,2019,40,23,55,20,2,45
3294,4,4,3,2,21375,6,3,2019,50,16,5,13,27,45
3295,9,3,0,1,8610,6,6,2019,25,23,10,7,16,15
3296,3,3,0,0,4804,15,6,2019,50,19,15,17,2,35
3297,1,2,1,2,13591,1,6,2019,15,19,25,14,28,50
3298,4,3,0,1,14781,6,5,2019,20,16,30,6,9,50
3299,4,0,5,1,9134,15,3,2019,15,13,0,8,5,15
3300,1,2,1,2,10493,9,6,2019,40,7,55,5,25,45
3301,4,0,5,1,8147,24,3,2019,0,9,40,11,21,20
3302,8,3,0,0,3873,21,6,2019,40,0,20,22,2,20
3303,4,3,0,1,14571,9,6,2019,0,12,55,18,17,5
3304,1,0,5,2,11003,3,3,2019,25,21,30,10,10,55
3305,4,2,1,1,10262,3,6,2019,25,4,15,19,9,10
3306,4,2,1,1,12719,21,3,2019,50,18,15,2,16,35
3307,4,2,1,1,10262,24,6,2019,0,19,55,20,22,5
3308,1,0,2,0,7171,21,6,2019,45,19,0,17,2,45
3309,8,0,2,0,4423,27,4,2019,35,8,55,5,2,40
3310,6,2,1,1,12616,9,3,2019,35,1,25,17,8,10
3311,1,2,1,2,12970,1,6,2019,15,19,15,17,26,0
3312,4,3,0,1,14914,24,3,2019,5,10,10,21,12,55
3313,4,4,3,0,3210,6,5,2019,20,4,55,2,1,25
3314,2,0,2,0,4632,21,4,2019,40,10,45,7,2,55
3315,4,2,1,1,12373,9,5,2019,25,4,30,17,10,55
3316,3,3,0,0,4804,15,6,2019,55,16,25,14,2,30
3317,6,2,1,3,21829,3,3,2019,0,21,35,11,9,25
3318,6,2,1,1,13587,1,6,2019,0,21,0,8,13,0
3319,4,2,1,2,12819,27,6,2019,25,4,5,23,29,20
3320,0,2,1,1,6151,27,3,2019,10,7,10,20,11,0
3321,4,0,2,0,8016,1,6,2019,10,18,15,15,2,55
3322,6,2,1,1,15135,6,3,2019,50,18,30,7,11,20
3323,3,2,1,1,6794,21,5,2019,30,1,10,17,8,20
3324,9,3,0,1,8610,15,5,2019,20,20,0,17,27,20
3325,1,3,0,2,12723,18,5,2019,30,12,50,5,30,40
3326,1,3,0,1,7662,6,6,2019,15,13,0,12,25,15
3327,6,2,1,1,14343,9,3,2019,35,1,0,17,8,35
3328,6,2,1,1,6795,1,6,2019,30,1,20,10,15,10
3329,8,3,0,0,3873,9,5,2019,40,0,20,22,2,20
3330,3,4,3,0,2754,12,6,2019,35,20,5,19,1,30
3331,1,4,3,1,16666,6,3,2019,15,21,10,6,15,5
3332,6,2,1,1,11098,1,6,2019,35,12,55,4,7,40
3333,4,3,0,1,10539,9,6,2019,5,22,0,17,29,5
3334,1,2,1,1,9929,27,5,2019,15,19,0,7,12,15
3335,4,3,0,1,10844,12,5,2019,20,16,30,16,23,50
3336,4,3,0,1,12692,6,6,2019,25,14,35,9,28,50
3337,4,2,1,1,9212,21,3,2019,25,4,50,20,7,35
3338,6,2,1,1,13727,15,5,2019,30,1,0,15,10,30
3339,0,0,2,0,4282,15,6,2019,45,7,55,4,2,50
3340,4,3,0,1,10844,24,5,2019,20,16,55,18,21,25
3341,1,2,1,1,7480,27,6,2019,25,9,20,17,16,5
3342,3,0,2,0,4823,1,5,2019,55,19,55,16,3,0
3343,4,2,1,1,12373,18,5,2019,35,12,50,22,13,45
3344,6,2,1,1,7215,21,3,2019,0,21,40,11,9,20
3345,1,2,1,1,7480,9,5,2019,25,9,5,6,27,20
3346,6,2,1,1,8143,24,6,2019,0,21,0,9,12,0
3347,3,0,2,0,4823,3,5,2019,20,21,25,18,2,55
3348,4,3,0,1,10844,6,6,2019,15,8,0,20,12,15
3349,8,0,2,0,5621,12,4,2019,5,0,10,21,2,55
3350,9,3,0,1,9555,18,5,2019,20,20,20,20,24,0
3351,3,0,5,0,4777,21,3,2019,15,4,30,1,2,45
3352,8,0,5,0,7648,3,3,2019,30,12,35,9,2,55
3353,3,3,0,1,10308,1,4,2019,15,14,20,9,4,55
3354,4,2,1,2,21219,24,5,2019,0,19,40,11,7,20
3355,3,3,0,1,11319,6,5,2019,15,14,20,9,4,55
3356,4,3,0,1,10844,15,5,2019,45,20,10,21,23,35
3357,6,2,1,1,15078,9,5,2019,30,1,15,18,7,15
3358,8,4,3,0,2017,1,5,2019,15,0,45,22,1,30
3359,0,3,0,0,4409,1,6,2019,20,1,50,22,2,30
3360,3,2,1,1,5054,9,6,2019,10,12,35,7,4,35
3361,1,0,5,2,10111,15,3,2019,10,22,50,5,16,20
3362,8,0,5,0,4273,18,3,2019,20,23,30,20,2,50
3363,4,2,1,2,8728,21,3,2019,50,18,55,13,28,55
3364,1,3,0,1,8576,24,5,2019,55,7,50,16,15,5
3365,4,0,2,0,8016,3,6,2019,45,20,45,17,3,0
3366,4,0,2,0,8016,9,6,2019,10,18,15,15,2,55
3367,4,3,0,1,14151,18,5,2019,35,23,25,20,27,10
3368,3,0,2,0,4423,15,4,2019,50,8,5,6,2,45
3369,4,4,3,0,4050,15,6,2019,30,8,5,7,1,25
3370,4,3,0,1,14781,6,5,2019,50,19,5,14,5,45
3371,4,3,0,1,8586,15,5,2019,15,8,0,20,12,15
3372,0,3,0,1,5162,21,5,2019,30,23,55,19,3,35
3373,4,3,0,1,13731,9,6,2019,40,4,10,21,7,30
3374,4,2,1,1,7438,21,3,2019,25,4,0,13,15,25
3375,4,3,0,1,14151,15,5,2019,55,10,35,9,25,20
3376,9,0,2,0,5613,12,4,2019,50,23,0,21,2,50
3377,3,3,0,1,5380,15,5,2019,5,20,15,15,4,50
3378,4,2,1,1,7438,21,3,2019,25,4,30,11,16,55
3379,6,2,1,1,9646,1,6,2019,30,22,5,7,15,25
3380,0,2,1,1,6853,15,5,2019,10,7,45,20,10,25
3381,4,0,5,1,13555,18,3,2019,20,20,5,14,6,15
3382,3,2,1,1,5883,15,6,2019,30,1,30,17,8,0
3383,3,2,1,1,6171,9,3,2019,0,12,55,4,7,5
3384,3,4,3,0,3175,21,5,2019,25,18,55,16,1,30
3385,3,2,1,1,4832,27,3,2019,40,13,45,7,5,55
3386,6,2,1,1,13377,1,6,2019,30,1,0,16,9,30
3387,4,2,1,1,10262,24,6,2019,25,4,45,19,8,40
3388,4,2,1,1,10262,1,6,2019,35,12,15,18,18,20
3389,1,2,1,2,8603,18,5,2019,40,7,0,12,19,40
3390,4,3,0,1,8586,6,6,2019,40,4,30,6,22,10
3391,9,3,0,1,8452,21,5,2019,5,9,20,20,12,45
3392,4,3,0,1,14231,24,3,2019,10,18,55,18,23,15
3393,4,2,1,1,16289,21,5,2019,0,19,0,8,11,0
3394,8,0,5,0,6860,3,3,2019,30,12,35,9,2,55
3395,3,4,3,0,2754,9,5,2019,5,4,35,2,1,30
3396,6,2,1,1,9646,9,6,2019,30,22,5,7,15,25
3397,1,1,4,0,4667,27,5,2019,55,13,40,11,2,15
3398,3,3,0,0,4804,21,4,2019,5,18,30,15,2,35
3399,3,0,5,0,4545,9,3,2019,15,4,30,1,2,45
3400,4,0,5,1,25735,1,3,2019,20,20,50,22,21,30
3401,4,2,1,2,12647,21,3,2019,25,4,30,5,22,55
3402,4,3,0,1,8586,1,5,2019,15,8,5,14,18,10
3403,3,1,4,0,5277,9,6,2019,25,0,5,22,2,20
3404,3,2,1,1,6206,27,3,2019,35,1,30,11,14,5
3405,0,0,2,0,4483,12,4,2019,55,13,10,11,2,45
3406,9,3,0,1,9870,24,5,2019,50,18,0,17,25,50
3407,8,3,0,0,3841,27,6,2019,40,19,10,17,2,30
3408,8,3,0,0,3815,27,3,2019,30,11,0,9,2,30
3409,3,0,5,0,6860,24,3,2019,20,2,30,23,2,50
3410,4,3,0,1,12121,1,5,2019,55,10,25,20,14,30
3411,4,2,1,1,5963,27,3,2019,50,18,55,9,8,55
3412,8,0,2,0,3625,6,6,2019,35,8,55,5,2,40
